,City,longitude,latitude
5289,SCHIFFWEILER,49.367,7.133
5290,SCHILDOW,52.642,13.375
5291,SCHILLINGEN,49.633,6.783
5292,SCHILLINGSFÜRST,49.283,10.250
5293,SCHILTACH,48.283,8.350
5294,SCHILTBERG,48.467,11.250
5295,SCHIPKAU,51.525,13.896
5296,SCHIRGISWALDE,51.076,14.438
5297,SCHIRMITZ,49.650,12.167
5298,SCHIRNDING,50.083,12.233
5299,SCHKEUDITZ,51.392,12.214
5300,SCHKOPAU,51.394,11.975
5301,SCHLADEN,52.017,10.533
5302,SCHLAITDORF,48.600,9.217
5303,SCHLANGEN,51.817,8.850
5304,SCHLANGENBAD,50.100,8.100
5305,SCHLANSTEDT,52.011,11.030
5306,SCHLAT,48.650,9.700
5307,SCHLECHING,47.717,12.400
5308,SCHLEGEL,50.975,14.901
5309,SCHLEHDORF,47.667,11.317
5310,SCHLEIDEN,50.533,6.483
5311,SCHLEIFE,51.544,14.540
5312,SCHLEIZ,50.580,11.812
5313,SCHLESWIG,54.517,9.567
5314,SCHLETTAU,50.564,12.953
5315,SCHLEUSINGEN,50.509,10.750
5316,SCHLIEBEN,51.725,13.388
5317,SCHLIENGEN,47.750,7.583
5318,SCHLIER,47.767,9.683
5319,SCHLIERBACH,48.683,9.517
5320,SCHLIERSEE,47.733,11.867
5321,SCHLITZ,50.683,9.567
5322,SCHLOSS HOLTE-STUKENBROCK,51.900,8.617
5323,SCHLOTHEIM,51.25,10.663
5324,SCHLOTTWITZ,50.888,13.819
5325,SCHLUCHSEE,47.817,8.183
5326,SCHLÜCHTERN,50.350,9.533
5327,SCHLÜSSELFELD,49.750,10.617
5328,SCHMALFELD,53.883,9.983
5329,SCHMALKALDEN,50.725,10.203
5330,SCHMALLENBERG,51.150,8.283
5331,SCHMELZ,49.450,6.850
5332,SCHMIDGADEN,49.417,12.100
5333,SCHMIDMÜHLEN,49.267,11.917
5334,SCHMIEDEBERG,50.837,13.681
5335,SCHMIEDEFELD,50.608,10.813
5336,SCHMITTEN,50.267,8.450
5337,SCHNAITSEE,48.067,12.367
5338,SCHNAITTENBACH,49.550,12.000
5339,SCHNECKENLOHE,50.217,11.200
5340,SCHNEEBERG,49.650,9.250
5341,SCHNEEBERG,50.596,12.641
5342,SCHNEGA,52.883,10.900
5343,SCHNEIZLREUTH,47.683,12.800
5344,SCHNELLDORF,49.200,10.183
5345,SCHNEVERDINGEN,53.117,9.783
5346,SCHNIATTACH,49.567,11.350
5347,SCHNÜRPFLINGEN,48.267,9.983
5348,SCHOBÜLL,54.517,9.000
5349,SCHOLLERIE,52.674,12.220
5350,SCHONACH IM SCHWARZWALD,48.150,8.200
5351,SCHONDORF AM AMMERSEE,48.050,11.100
5352,SCHONDRA,50.267,9.867
5353,SCHONGAU,47.817,10.900
5354,SCHONUNGEN,50.050,10.317
5355,SCHOPFHEIM,47.650,7.817
5356,SCHOPFLOCH,48.467,8.550
5357,SCHOPFLOCH,49.117,10.300
5358,SCHOPP,49.350,7.683
5359,SCHORNDORF,48.800,9.533
5360,SCHORNDORF,49.167,12.600
5361,SCHORNSHEIM,49.850,8.183
5362,SCHORTENS,53.533,7.950
5363,SCHOTTEN,50.500,9.117
5364,SCHRAMBERG,48.233,8.383
5365,SCHRECKSBACH,50.833,9.283
5366,SCHRIESHEIM,49.483,8.667
5367,SCHROBENHAUSEN,48.567,11.267
5368,SCHROZBERG,49.250,9.967
5369,SCHUBY,54.517,9.483
5370,SCHULZENDORF,52.360,13.576
5371,SCHUTTERTAL,48.217,7.967
5372,SCHUTTERWALD,48.450,7.883
5373,SCHWAAN,53.945,12.108
5374,SCHWABACH,49.333,11.017
5375,SCHWABENHEIM AN DER SELZ,49.933,8.100
5376,SCHWABHAUSEN BEI DACHAU,48.300,11.350
5377,SCHWABMÜNCHEN,48.183,10.767
5378,SCHWABSOIEN,47.833,10.833
5379,SCHWABSTEDT,54.400,9.183
5380,SCHWAFÖRDEN,52.733,8.817
5381,SCHWAIG BEI NÜRNBERG,49.467,11.200
5382,SCHWAIGERN,49.150,9.067
5383,SCHWAIKHEIM,48.883,9.350
5384,SCHWALBACH AM TAUNUS,50.150,8.533
5385,SCHWALBACH/SAAR,49.300,6.817
5386,SCHWALMSTADT,50.917,9.217
5387,SCHWALMTAL,50.683,9.317
5388,SCHWALMTAL,51.217,6.267
5389,SCHWANAU,48.350,7.767
5390,SCHWANDORF,49.333,12.117
5391,SCHWANEBECK,51.972,11.127
5392,SCHWANEBECK,52.628,13.549
5393,SCHWANEWEDE,53.233,8.583
5394,SCHWANFELD,49.917,10.133
5395,SCHWANGAU,47.583,10.733
5396,SCHWANSTETTEN,49.300,11.117
5397,SCHWARME,52.900,9.017
5398,SCHWARMSTEDT,52.683,9.617
5399,SCHWARZACH,48.917,12.817
5400,SCHWARZACH,49.367,8.983
5401,SCHWARZACH AM MAIN,49.800,10.233
5402,SCHWARZACH BEI NABBURG,49.417,12.233
5403,SCHWARZBACH,51.456,13.938
5404,SCHWARZE PUMPE,51.528,14.338
5405,SCHWARZENBACH AM WALD,50.283,11.617
5406,SCHWARZENBACH AN DER SAALE,50.217,11.933
5407,SCHWARZENBEK,53.500,10.483
5408,SCHWARZENBERG,50.544,12.786
5409,SCHWARZENBORN,50.917,9.450
5410,SCHWARZENBRUCK,49.350,11.250
5411,SCHWARZENFELD,49.383,12.133
5412,SCHWARZHEIDE,51.321,13.853
5413,SCHWARZHOFEN,49.367,12.333
5414,SCHWEBHEIM,50.000,10.250
5415,SCHWEDENECK,54.467,10.083
5416,SCHWEDT,53.060,14.287
5417,SCHWEGENHEIM,49.267,8.333
5418,SCHWEICH,49.817,6.750
5419,SCHWEIGEN-RECHTENBACH,49.050,7.950
5420,SCHWEINA,50.830,10.341
5421,SCHWEINFURT,50.050,10.233
5422,SCHWEITENKIRCHEN,48.500,11.600
5423,SCHWELM,51.283,7.300
5424,SCHWENDI,48.183,9.983
5425,SCHWENNINGEN,48.100,9.000
5426,SCHWENNINGEN,48.650,10.650
5427,SCHWEPNITZ,51.333,13.971
5428,SCHWERIN,53.628,11.412
5429,SCHWERTE,51.450,7.567
5430,SCHWETZINGEN,49.383,8.583
5431,SCHWIEBERDINGEN,48.883,9.083
5432,SCHWINDEGG,48.267,12.250
5433,SCHWÄBISCH GMÜND,48.800,9.800
5434,SCHWÄBISCH HALL,49.117,9.733
5435,SCHWÖRSTADT,47.600,7.883
5436,SCHWÜLPER,52.350,10.433
5437,SCHÄFTLARN,47.983,11.467
5438,SCHÖFFENGRUND,50.500,8.467
5439,SCHÖFWEG,48.833,13.233
5440,SCHÖLLKRIPPEN,50.083,9.250
5441,SCHÖLLNACH,48.750,13.183
5442,SCHÖMBERG,48.217,8.767
5443,SCHÖMBERG,48.783,8.650
5444,SCHÖNA,50.888,14.217
5445,SCHÖNAICH,48.650,9.067
5446,SCHÖNANGER,48.867,13.467
5447,SCHÖNAU,48.483,12.850
5448,SCHÖNAU,49.433,8.817
5449,SCHÖNAU,51.060,14.893
5450,SCHÖNAU AM KÖNIGSSEE,47.617,12.983
5451,SCHÖNAU AN DER BREND,50.383,10.100
5452,SCHÖNAU IM SCHWARZWALD,47.783,7.900
5453,SCHÖNBERG,48.833,13.333
5454,SCHÖNBERG,53.844,10.931
5455,SCHÖNBERG (HOLSTEIN),54.400,10.367
5456,SCHÖNBORN,51.599,13.500
5457,SCHÖNBORN-DREIWERDEN,50.963,13.022
5458,SCHÖNBRUNN,49.417,8.933
5459,SCHÖNBRUNN,50.523,10.881
5460,SCHÖNBRUNN IM STEIGERWALD,49.850,10.683
5461,SCHÖNEBECK,52.016,11.731
5462,SCHÖNECK,50.200,8.850
5463,SCHÖNECK,50.394,12.330
5464,SCHÖNECKEN,50.150,6.467
5465,SCHÖNEFELD,51.034,13.897
5466,SCHÖNEFELD,52.385,13.508
5467,SCHÖNENBERG-KÜBELBERG,49.400,7.383
5468,SCHÖNGEISING,48.133,11.200
5469,SCHÖNHEIDE,50.507,12.536
5470,SCHÖNINGEN,52.133,10.967
5471,SCHÖNKIRCHEN,54.333,10.217
5472,SCHÖNOW,52.677,13.534
5473,SCHÖNSEE,49.517,12.550
5474,SCHÖNSTEDT,51.119,10.580
5475,SCHÖNTAL,49.350,9.567
5476,SCHÖNTHAL,49.350,12.600
5477,SCHÖNWALD,50.200,12.083
5478,SCHÖNWALD IM SCHWARZWALD,48.100,8.200
5479,SCHÖNWALDE,51.979,13.769
5480,SCHÖNWALDE,52.624,13.136
5481,SCHÖNWALDE,52.681,13.439
5482,SCHÖNWALDE AM BUNGSBERG,54.183,10.750
5483,SCHÖPPENSTEDT,52.150,10.783
5484,SCHÖPPINGEN,52.100,7.233
5485,SCHÜTTORF,52.317,7.217
5486,SEBNITZ,50.977,14.283
5487,SECK,50.583,8.050
5488,SECKACH,49.450,9.333
5489,SEDLITZ,51.553,14.056
5490,SEEBACH,48.583,8.200
5491,SEEBAD AHLBECK,53.943,14.188
5492,SEEBAD BANSIN,53.972,14.142
5493,SEEBAD HERINGSDORF,53.959,14.165
5494,SEEBURG,51.567,10.150
5495,SEEDORF,54.050,10.417
5496,SEEFELD,48.033,11.217
5497,SEEG,47.650,10.617
5498,SEEHAUSEN,52.103,11.291
5499,SEEHAUSEN,52.892,11.754
5500,SEEHAUSEN AM STAFFELSEE,47.700,11.183
5501,SEEHEIM-JUGENHEIM,49.767,8.650
5502,SEELBACH,48.317,7.933
5503,SEELOW,52.532,14.383
5504,SEELZE,52.400,9.600
5505,SEEON-SEEBRUCK,47.967,12.467
5506,SEESEN,51.900,10.183
5507,SEESHAUPT,47.833,11.300
5508,SEEVETAL,53.400,9.967
5509,SEEWALD,48.583,8.467
5510,SEGGEBRUCH,52.300,9.083
5511,SEHLDE,52.033,10.267
5512,SEHMA,50.541,13.000
5513,SEHNDE,52.317,9.967
5514,SEIBERSBACH,49.967,7.717
5515,SEIFERSDORF,50.933,13.645
5516,SEIFHENNERSDORF,50.933,14.620
5517,SEINSHEIM,49.650,10.217
5518,SEITINGEN-OBERFLACHT,48.017,8.733
5519,SELB,50.167,12.133
5520,SELBITZ,50.317,11.750
5521,SELENT,54.283,10.433
5522,SELFKANT,51.017,5.900
5523,SELIGENTHAL,50.766,10.475
5524,SELM,51.700,7.483
5525,SELMSDORF,53.881,10.858
5526,SELSINGEN,53.367,9.217
5527,SELTERS (TAUNUS),50.333,8.233
5528,SELTERS (WESTERWALD),50.533,7.750
5529,SELZEN,49.867,8.250
5530,SENDEN,48.317,10.050
5531,SENDEN,51.850,7.483
5532,SENDENHORST,51.850,7.833
5533,SENFTENBERG,51.523,14.000
5534,SENGENTHAL,49.233,11.467
5535,SENNFELD,50.033,10.267
5536,SENSBACHTAL,49.517,9.017
5537,SENZIG,52.289,13.678
5538,SERRIG,49.583,6.567
5539,SERSHEIM,48.967,9.017
5540,SESSLACH,50.183,10.850
5541,SETH,53.850,10.183
5542,SEUBERSDORF IN DER OBERPFALZ,49.167,11.633
5543,SEUKENDORF,49.483,10.883
5544,SEULINGEN,51.550,10.167
5545,SEXAU,48.100,7.900
5546,SIBBESSE,52.050,9.900
5547,SICKTE,52.217,10.633
5548,SIEBENLEHN,51.032,13.305
5549,SIEDENBURG,52.700,8.950
5550,SIEGBACH,50.733,8.417
5551,SIEGBURG,50.800,7.200
5552,SIEGELSBACH,49.267,9.100
5553,SIEGEN,50.883,8.033
5554,SIEGENBURG,48.750,11.850
5555,SIEGSDORF,47.817,12.650
5556,SIEK,53.633,10.300
5557,SIELENBACH,48.400,11.167
5558,SIERKSDORF,54.067,10.767
5559,SIERSHAHN,50.483,7.783
5560,SIERSLEBEN,51.606,11.543
5561,SIEVERSTEDT,54.650,9.483
5562,SIGMARINGEN,48.083,9.217
5563,SIGMARINGENDORF,48.067,9.267
5564,SIGMARSZELL,47.583,9.767
5565,SILBERSTEDT,54.517,9.367
5566,SIMBACH,48.567,12.733
5567,SIMBACH AM INN,48.267,13.033
5568,SIMMELSDORF,49.600,11.333
5569,SIMMERATH,50.600,6.300
5570,SIMMERN,49.983,7.533
5571,SIMMERN,50.383,7.667
5572,SIMMERSFELD,48.650,8.533
5573,SIMMERSHOFEN,49.533,10.117
5574,SIMMERTAL,49.817,7.517
5575,SIMMOZHEIM,48.750,8.817
5576,SIMONSWALD,48.100,8.050
5577,SINDELFINGEN,48.717,9.000
5578,SINGEN (HOHENTWIEL),47.767,8.833
5579,SINGHOFEN,50.267,7.833
5580,SINN,50.650,8.333
5581,SINNTAL,50.317,9.617
5582,SINSHEIM,49.250,8.883
5583,SINZHEIM,48.767,8.167
5584,SINZIG,50.550,7.250
5585,SINZING,49.000,12.033
5586,SIPPLINGEN,47.800,9.100
5587,SITTENSEN,53.283,9.500
5588,SITZENRODA,51.452,12.974
5589,SOBERNHEIM,49.783,7.650
5590,SODERSTORF,53.150,10.150
5591,SOEST,51.567,8.117
5592,SOHLAND,51.037,14.415
5593,SOHLAND,51.115,14.798
5594,SOHREN,49.933,7.300
5595,SOLINGEN,51.167,7.083
5596,SOLMS,50.533,8.417
5597,SOLNHOFEN,48.900,10.983
5598,SOLTAU,52.983,9.833
5599,SOLTENDIECK,52.867,10.767
5600,SOMMERACH,49.833,10.200
5601,SOMMERHAUSEN,49.700,10.017
5602,SOMMERKAHL,50.067,9.267
5603,SOMMERSDORF,52.170,11.082
5604,SONDERSHAUSEN,51.376,10.884
5605,SONDHEIM VOR DER RHÖN,50.467,10.167
5606,SONNEBERG,50.362,11.175
5607,SONNEFELD,50.233,11.133
5608,SONNEN,48.683,13.717
5609,SONNENBÜHL,48.383,9.183
5610,SONSBECK,51.617,6.383
5611,SONTHEIM,48.017,10.350
5612,SONTHEIM AN DER BRENZ,48.550,10.300
5613,SONTHOFEN,47.517,10.283
5614,SONTRA,51.067,9.933
5615,SORNZIG,51.218,13.015
5616,SOSA,50.5,12.659
5617,SOTTRUM,53.117,9.233
5618,SOYEN,48.117,12.217
5619,SPAHNHARRENSTÄTTE,52.867,7.600
5620,SPAICHINGEN,48.067,8.733
5621,SPALT,49.167,10.933
5622,SPARDORF,49.617,11.050
5623,SPARNECK,50.167,11.850
5624,SPAY,50.250,7.650
5625,SPECHBACH,49.350,8.883
5626,SPEICHER,49.933,6.633
5627,SPEICHERSDORF,49.867,11.767
5628,SPELLE,52.367,7.467
5629,SPENGE,52.133,8.483
5630,SPERENBERG,52.144,13.367
5631,SPEYER,49.317,8.433
5632,SPIEGELAU,48.917,13.367
5633,SPIEGELBERG,49.033,9.450
5634,SPIESEN-ELVERSBERG,49.317,7.133
5635,SPITZKUNNERSDORF,50.936,14.699
5636,SPORA,51.028,12.257
5637,SPORNITZ,53.408,11.719
5638,SPRAITBACH,48.883,9.767
5639,SPRAKENSEHL,52.767,10.500
5640,SPREENHAGEN,52.344,13.875
5641,SPREMBERG,51.562,14.375
5642,SPRENDLINGEN,49.867,7.983
5643,SPRINGE,52.217,9.550
5644,SPROCKHÖVEL,51.350,7.250
5645,ST. EGIDIEN,50.782,12.620
5646,ST. MICHAELIS,50.869,13.301
5647,STAAKEN,52.534,13.136
5648,STADE,53.600,9.483
5649,STADECKEN-ELSHEIM,49.917,8.133
5650,STADELHOFEN,50.000,11.200
5651,STADENSEN,52.883,10.550
5652,STADLAND,53.383,8.383
5653,STADTALLENDORF,50.833,9.017
5654,STADTBERGEN,48.367,10.850
5655,STADTHAGEN,52.317,9.200
5656,STADTILM,50.778,11.082
5657,STADTKYLL,50.350,6.533
5658,STADTLAURINGEN,50.183,10.367
5659,STADTLENGSFELD,50.784,10.138
5660,STADTLOHN,52.000,6.917
5661,STADTOLDENDORF,51.883,9.633
5662,STADTPROZELTEN,49.783,9.417
5663,STADTRODA,50.860,11.728
5664,STADTSTEINACH,50.167,11.500
5665,STADUM,54.750,9.050
5666,STAFFELSTEIN,50.100,11.000
5667,STAHNSDORF,52.388,13.223
5668,STAIG,48.300,10.000
5669,STALLWANG,49.050,12.650
5670,STAMMBACH,50.150,11.700
5671,STAMMHAM,48.867,11.467
5672,STAMSRIED,49.267,12.533
5673,STAPELFELD,53.600,10.217
5674,STARNBERG,48.000,11.333
5675,STARZACH,48.433,8.817
5676,STASSFURT,51.846,11.580
5677,STAUDERNHEIM,49.783,7.683
5678,STAUFEN IM BREISGAU,47.883,7.733
5679,STAUFENBERG,50.667,8.733
5680,STAUFENBERG,51.350,9.633
5681,STEDESDORF,53.633,7.667
5682,STEDTEN,51.443,11.688
5683,STEFFENBERG,50.850,8.483
5684,STEGAURACH,49.867,10.833
5685,STEGEN,47.983,7.967
5686,STEIMBKE,52.650,9.383
5687,STEIN,49.417,11.017
5688,STEINA,51.206,14.048
5689,STEINACH,48.300,8.050
5690,STEINACH,48.950,12.617
5691,STEINACH,50.431,11.159
5692,STEINAU,53.683,8.883
5693,STEINAU AN DER STRASSE,50.317,9.467
5694,STEINBACH,50.560,13.159
5695,STEINBACH,50.837,10.366
5696,STEINBACH (TAUNUS),50.167,8.567
5697,STEINBACH AM WALD,50.433,11.367
5698,STEINBACH-HALLENBERG,50.706,10.572
5699,STEINBERG,49.283,12.183
5700,STEINBERG,54.750,9.783
5701,STEINBERGKIRCHE,54.750,9.767
5702,STEINBURG,53.717,10.400
5703,STEINEBACH,50.733,7.833
5704,STEINEN,47.650,7.733
5705,STEINENBRONN,48.667,9.117
5706,STEINFELD,49.050,8.033
5707,STEINFELD,49.950,9.667
5708,STEINFELD (OLDENBURG),52.583,8.217
5709,STEINFURT,52.150,7.350
5710,STEINGADEN,47.700,10.867
5711,STEINHAGEN,52.000,8.417
5712,STEINHAUSEN AN DER ROTTUM,48.017,9.950
5713,STEINHEID,50.466,11.080
5714,STEINHEIM,51.867,9.100
5715,STEINHEIM AM ALBUCH,48.700,10.067
5716,STEINHEIM AN DER MURR,48.967,9.283
5717,STEINHORST,52.683,10.400
5718,STEINHÖRING,48.083,12.033
5719,STEINIGTWOLMSDORF,51.057,14.353
5720,STEINKIRCHEN,48.383,12.083
5721,STEINKIRCHEN,53.567,9.617
5722,STEINMAUERN,48.900,8.200
5723,STEINPLEIS,50.718,12.399
5724,STEINSFELD,49.417,10.217
5725,STEINWEILER,49.117,8.133
5726,STEINWENDEN,49.450,7.533
5727,STEINWIESEN,50.300,11.467
5728,STEISSLINGEN,47.800,8.933
5729,STELLE,53.383,10.117
5730,STEMWEDE,52.417,8.450
5731,STENDAL,52.606,11.867
5732,STENN,50.686,12.442
5733,STEPHANSKIRCHEN,47.850,12.183
5734,STEPHANSPOSCHING,48.817,12.800
5735,STERNBERG,53.716,11.827
5736,STERNENFELS,49.050,8.850
5737,STERUP,54.733,9.733
5738,STETTEN,48.017,10.450
5739,STETTEN AM KALTEN MARKT,48.117,9.083
5740,STETTFELD,49.967,10.717
5741,STEYERBERG,52.567,9.017
5742,STIEFENHOFEN,47.600,10.033
5743,STIMPFACH,49.067,10.100
5744,STOCKACH,47.850,9.017
5745,STOCKELSDORF,53.883,10.650
5746,STOCKHEIM,50.317,11.283
5747,STOCKHEIM,50.467,10.267
5748,STOCKSTADT AM MAIN,49.983,9.067
5749,STOCKSTADT AM RHEIN,49.817,8.467
5750,STOLBERG,51.576,10.955
5751,STOLBERG (RHEINLAND),50.767,6.233
5752,STOLLBERG,50.713,12.786
5753,STOLPE,54.133,10.233
5754,STOLPEN,51.053,14.092
5755,STOLZENAU,52.517,9.067
5756,STORKOW,52.261,13.939
5757,STOTTERNHEIM,51.057,11.037
5758,STRAELEN,51.450,6.267
5759,STRAHWALDE,51.032,14.743
5760,STRALSUND,54.312,13.090
5761,STRANDE,54.450,10.167
5762,STRASBURG,53.507,13.750
5763,STRASSBERG,48.183,9.100
5764,STRASSENHAUS,50.533,7.517
5765,STRASSFURT,51.163,10.996
5766,STRASSKIRCHEN,48.833,12.717
5767,STRASSLACH,48.000,11.517
5768,STRAUBENHARDT,48.850,8.533
5769,STRAUBING,48.883,12.583
5770,STRAUCHITZ,51.248,13.213
5771,STRAUPITZ,51.915,14.123
5772,STRAUSBERG,52.583,13.894
5773,STREHLA,51.353,13.232
5774,STRELITZ-ALT,53.330,13.100
5775,STROMBERG,49.950,7.783
5776,STRULLENDORF,49.850,10.967
5777,STRUPPEN,50.936,14.018
5778,STUBBEN,53.417,8.783
5779,STUBENBERG,48.317,13.083
5780,STUHR,53.033,8.750
5781,STULLN,49.417,12.133
5782,STUTENSEE,49.083,8.483
5783,STUTTGART,48.783,9.183
5784,STÖCKSE,52.650,9.350
5785,STÖDTLEN,49.000,10.300
5786,STÖRNSTEIN,49.733,12.217
5787,STÖTTEN AM AUERBERG,47.733,10.700
5788,STÖTTWANG,47.883,10.717
5789,STÜHLINGEN,47.750,8.433
5790,STÜTZENGRÜN,50.539,12.529
5791,STÜTZERBACH,50.638,10.862
5792,SUDERBURG,52.900,10.450
5793,SUDWALDE,52.800,8.833
5794,SUGENHEIM,49.600,10.433
5795,SUHL,50.610,10.688
5796,SUHLENDORF,52.933,10.767
5797,SULINGEN,52.683,8.800
5798,SULZ AM NECKAR,48.367,8.633
5799,SULZBACH (TAUNUS),50.133,8.533
5800,SULZBACH AM MAIN,49.917,9.150
5801,SULZBACH AN DER MURR,49.000,9.500
5802,SULZBACH-LAUFEN,48.967,9.850
5803,SULZBACH-ROSENBERG,49.500,11.767
5804,SULZBACH/SAAR,49.300,7.067
5805,SULZBERG,47.667,10.350
5806,SULZBURG,47.833,7.717
5807,SULZDORF AN DER LEDERHECKE,50.233,10.567
5808,SULZEMOOS,48.300,11.267
5809,SULZFELD,49.100,8.850
5810,SULZFELD,50.267,10.400
5811,SULZHEIM,49.950,10.333
5812,SUNDERN (SAUERLAND),51.333,8.000
5813,SURBERG,47.867,12.700
5814,SURWORD,52.967,7.517
5815,SUSTRUM,52.917,7.283
5816,SUTHFELD,52.350,9.383
5817,SWISTTAL,50.700,6.917
5818,SYKE,52.917,8.817
5819,SYLT-OST,54.883,8.383
5820,SYRGENSTEIN,48.650,10.300
5821,SÖCHTENAU,47.933,12.233
5822,SÖGEL,52.850,7.517
5823,SÖHLDE,52.183,10.233
5824,SÖHREWALD,51.233,9.567
5825,SÖMMERDA,51.161,11.112
5826,SÖRUP,54.717,9.667
5827,SÜDBROOKMERLAND,53.483,7.400
5828,SÜDERBRARUP,54.633,9.767
5829,SÜDERLÜGUM,54.867,8.917
5830,SÜDERSTAPEL,54.350,9.217
5831,SÜDLOHN,51.950,6.867
5832,SÜNCHING,48.883,12.350
5833,SÜPPLINGEN,52.233,10.900
5834,SÜSEL,54.083,10.717
5835,SÜSSEN,48.683,9.767
5836,SÜSTEDT,52.867,8.917
5837,TACHERTING,48.083,12.567
5838,TACHING AM SEE,47.967,12.733
5839,TALHEIM,49.083,9.200
5840,TAMBACH-DIETHARZ,50.796,10.616
5841,TAMM,48.917,9.117
5842,TANDERN,48.433,11.300
5843,TANGERHÜTTE,52.436,11.806
5844,TANGERMÜNDE,52.548,11.973
5845,TANGSTEDT,53.683,9.850
5846,TANGSTEDT,53.733,10.083
5847,TANN,48.317,12.900
5848,TANN (RHÖN),50.650,10.017
5849,TANNA,50.500,11.862
5850,TANNENBERG,50.608,12.949
5851,TANNHAUSEN,48.983,10.367
5852,TANNHEIM,48.000,10.083
5853,TAPFHEIM,48.667,10.683
5854,TARMSTEDT,53.233,9.083
5855,TARP,54.667,9.400
5856,TAUBENHEIM,51.048,14.493
5857,TAUBERBISCHOFSHEIM,49.617,9.667
5858,TAUCHA,51.378,12.500
5859,TAUFKIRCHEN,48.050,11.617
5860,TAUFKIRCHEN,48.150,12.450
5861,TAUFKIRCHEN (VILS),48.350,12.133
5862,TAUNUSSTEIN,50.150,8.150
5863,TAURA,50.920,12.844
5864,TAWERN,49.667,6.517
5865,TECKLENBURG,52.217,7.817
5866,TEGERNHEIM,49.017,12.183
5867,TEGERNSEE,47.717,11.767
5868,TEICHWOLFRAMSDORF,50.722,12.250
5869,TEISENDORF,47.850,12.817
5870,TEISING,48.233,12.617
5871,TEISNACH,49.033,13.000
5872,TELGTE,51.983,7.783
5873,TELLINGSTEDT,54.217,9.283
5874,TELTOW,52.401,13.269
5875,TEMPLIN,53.122,13.5
5876,TENGEN,47.817,8.667
5877,TENINGEN,48.133,7.817
5878,TENNEBRONN,48.183,8.350
5879,TESPE,53.400,10.417
5880,TESSIN,54.030,12.465
5881,TETEROW,53.778,12.578
5882,TETTAU,50.467,11.267
5883,TETTAU,51.433,13.728
5884,TETTENWEIS,48.450,13.267
5885,TETTNANG,47.667,9.583
5886,TEUBLITZ,49.217,12.083
5887,TEUCHERN,51.122,12.027
5888,TEUGN,48.900,12.017
5889,TEUNZ,49.483,12.383
5890,TEUSCHNITZ,50.400,11.383
5891,TEUTSCHENTHAL,51.450,11.801
5892,THAL,50.911,10.402
5893,THALEISCHWEILER-FRÖSCHEN,49.267,7.583
5894,THALFANG,49.750,7.000
5895,THALHEIM,50.706,12.855
5896,THALHEIM,51.654,12.221
5897,THALMASSING,48.917,12.150
5898,THALMÄSSING,49.083,11.217
5899,THANNHAUSEN,48.283,10.467
5900,THARANDT,50.986,13.580
5901,THEDINGHAUSEN,52.967,9.017
5902,THEILHEIM,49.750,10.033
5903,THEISSEN,51.089,12.109
5904,THEMAR,50.505,10.620
5905,THERES,50.033,10.433
5906,THIERHAUPTEN,48.567,10.917
5907,THIERSHEIM,50.083,12.117
5908,THIERSTEIN,50.117,12.100
5909,THOLEY,49.483,7.033
5910,THUINE,52.500,7.483
5911,THUM,50.672,12.949
5912,THUMITZ,51.140,14.246
5913,THUNDORF IN UNTERFRANKEN,50.200,10.317
5914,THURM,50.766,12.554
5915,THURMANSBANG,48.767,13.317
5916,THURNAU,50.033,11.383
5917,THYRNAU,48.617,13.533
5918,THÜNGEN,49.950,9.850
5919,THÜNGERSHEIM,49.883,9.850
5920,THÜR,50.367,7.283
5921,TIEFENBACH,48.500,12.100
5922,TIEFENBACH,48.617,13.400
5923,TIEFENBACH,49.433,12.583
5924,TIEFENBRONN,48.817,8.800
5925,TIEFENORT,50.842,10.167
5926,TIMMENDORFER STRAND,54.000,10.783
5927,TIRSCHENREUTH,49.883,12.333
5928,TITISEE-NEUSTADT,47.900,8.150
5929,TITTING,49.000,11.217
5930,TITTLING,48.733,13.383
5931,TITTMONING,48.067,12.767
5932,TITZ,51.000,6.433
5933,TODTENWEIS,48.517,10.933
5934,TODTMOOS,47.733,8.000
5935,TODTNAU,47.833,7.950
5936,TOLLWITZ,51.284,12.091
5937,TOPPENSTEDT,53.267,10.117
5938,TORGAU,51.557,12.993
5939,TORGELOW,53.631,14.012
5940,TORNESCH,53.700,9.717
5941,TOSTEDT,53.283,9.717
5942,TRABEN-TRARBACH,49.950,7.117
5943,TRABITZ,49.800,11.900
5944,TRAIN,48.733,11.833
5945,TRAITSCHING,49.167,12.650
5946,TRAPPENKAMP,54.033,10.217
5947,TRAPPSTADT,50.317,10.567
5948,TRAUNREUT,47.967,12.600
5949,TRAUNSTEIN,47.867,12.650
5950,TRAUSNITZ,49.517,12.267
5951,TRAUTSKIRCHEN,49.450,10.600
5952,TRAVENBRÜCK,53.850,10.333
5953,TREBBIN,52.220,13.220
5954,TREBEL,53.000,11.317
5955,TREBGAST,50.067,11.550
5956,TREBNITZ,51.099,12.069
5957,TREBSEN,51.287,12.750
5958,TREBUR,49.933,8.417
5959,TRECHTINGSHAUSEN,50.017,7.850
5960,TREDELBURG,51.567,9.417
5961,TREFFELSTEIN,49.417,12.617
5962,TREFFURT,51.138,10.236
5963,TREIA,54.517,9.317
5964,TREIS-KARDEN,50.183,7.300
5965,TREMSBÜTTEL,53.750,10.317
5966,TREUCHTLINGEN,48.950,10.917
5967,TREUEN,50.541,12.315
5968,TREUENBRIETZEN,52.096,12.871
